server_time,device_timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,temp_c
2026-04-03T14:57:34.346,65275,-6.1e-05,-0.000732,1.000122,0.176664,-0.055347,0.076302,5.020225,3.585883,-12.13081,33.79839
2026-04-03T14:57:37.765,66000,-0.001038,-0.001709,0.998657,0.176664,0.005688,0.076302,-3.346812,-5.3788,-13.86379,33.76245
2026-04-03T14:57:38.485,69423,0.001892,-0.001709,1.00061,0.115629,-0.116382,0.015267,-3.346812,-1.792927,-1e-05,33.7924
2026-04-03T14:57:39.214,70138,-6.1e-05,-0.003662,1.002075,0.115629,-0.116382,-0.106803,5.020225,-7.171736,1.732962,33.77144
2026-04-03T14:57:40.020,70856,0.001404,-0.002197,1.003052,0.054594,-0.055347,-0.045768,11.71385,7.171756,-5.198926,33.79839
2026-04-03T14:57:43.900,71677,0.001892,-0.000732,0.999146,0.176664,-0.116382,-0.045768,-1.673404,14.3435,8.66485,33.78342
2026-04-03T14:57:44.741,75684,0.000916,-0.002197,1.00061,0.054594,0.005688,-0.045768,-3.346812,-1.792927,3.465934,33.78342
2026-04-03T14:57:45.604,76545,-6.1e-05,-0.001221,1.00061,0.115629,-0.055347,-0.106803,-1.673404,3.585883,8.66485,33.77144
2026-04-03T14:57:46.319,77255,0.000916,-0.003662,0.999146,0.115629,-0.055347,-0.045768,-3.346812,12.55057,10.39782,33.78043
2026-04-03T14:57:52.173,82981,0.002869,-0.003174,0.999146,0.054594,-0.055347,-0.045768,3.346818,16.13644,-6.931898,33.76545
